id,title,content,url,source,author,category,published_at,prediction,score,collected_at
81,LIVE: Chelsea vs Manchester City  FA Cup final,"Follow our live build-up, with full team news coverage, ahead of our text commentary stream.",https://www.aljazeera.com/sports/liveblog/2026/5/16/live-chelsea-vs-manchester-city-fa-cup-final?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
82,"At least eight killed, 25 injured as train hits bus in Bangkok","A train crashed into a public bus near an airport rail link station Bangkok's city centre, Thai media report.",https://www.aljazeera.com/news/2026/5/16/at-least-eight-killed-25-injured-as-train-hits-bus-in-bangkok?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
83,How Kansas City became unlikely 2026 World Cup hosts for the US,Kansas City overcame major odds to become one of 11 venues in the United States for the biggest World Cup ever.,https://www.aljazeera.com/sports/2026/5/16/how-kansas-city-became-unlikely-2026-world-cup-hosts-for-the-us?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
84,Israeli strikes on southern Lebanon continue despite ceasefire extension,"Despite Lebanon and Israel extending the ceasefire deal for another 45 days, Israel continues to bomb Lebanon.",https://www.aljazeera.com/news/2026/5/16/israeli-strikes-on-southern-lebanon-continue-despite-ceasefire-extension?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
85,Israeli settler blindfolds and detains Palestinian in occupied West Bank,An armed Israeli settler blindfolded and detained a Palestinian man in the occupied West Bank.,https://www.aljazeera.com/video/newsfeed/2026/5/16/israeli-settler-blindfolds-and-detains-palestinian-in-occupied-west-bank?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
86,Britain is losing the ability to tell anti-Semitism from dissent,The collapse of that distinction protects no one  least of all the Jewish communities it claims to defend.,https://www.aljazeera.com/opinions/2026/5/16/britain-is-losing-the-ability-to-tell-anti-semitism-from-dissent?traffic_source=rss,Al Jazeera,Inconnu,Opinions,2026-05-16T09:45:41.700783,,,2026-05-16T09:45:41.700783
87,From the Nakba to Gazas ruins: One mans lifetime of displacement,Nakba survivor in Gaza recounts displacement after 1948 and 2023 and his unwavering attachment to his homeland.,https://www.aljazeera.com/features/2026/5/16/from-the-nakba-to-gazas-ruins-one-mans-lifetime-of-displacement?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
88,Russias Putin to visit China following Trumps trip,"Putin and Chinese President Xi Jinping plan to 'further strengthen the comprehensive partnership', the Kremlin says.",https://www.aljazeera.com/news/2026/5/16/russias-putin-to-visit-china-following-trumps-trip?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
89,"Iran war day 78: Trump, Tehran signal talks as Lebanon truce extended",Iran says Trump signalled openness to talks as deadlock remains over Tehrans nuclear programme.,https://www.aljazeera.com/news/2026/5/16/iran-war-day-78-trump-tehran-signal-talks-as-lebanon-truce-extended?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
90,Gunmen kidnap dozens of students in Nigerias Borno State,"No group claimed responsibility for the raid, which bore the hallmark of the Boko Haram group.",https://www.aljazeera.com/news/2026/5/16/gunmen-kidnap-dozens-of-students-in-nigerias-borno-state?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
91,Spain PM defends Eurovision boycott over Israel,Spanish PM Pedro Sanchez has defended Spains boycott of the Eurovision Song Contest over Israels participation.,https://www.aljazeera.com/video/newsfeed/2026/5/16/spain-pm-defends-eurovision-boycott-over-israel?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
92,Man killed in great white shark attack in western Australia,"The 38-year-old was bitten at a popular diving and fishing spot near the city of Perth, police say.",https://www.aljazeera.com/news/2026/5/16/man-killed-in-great-white-shark-attack-in-western-australia?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
93,Aston Villa trounce Liverpool 4-2 to seal Champions League place,Liverpool's woes deepen as Ollie Watkins scores a brace to help his side to a dominant win at Villa Park.,https://www.aljazeera.com/sports/2026/5/16/aston-villa-thrash-liverpool-4-2-to-seal-champions-league-place?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-05-16T09:45:41.702807,,,2026-05-16T09:45:41.702807
94,Where did Eurovision go wrong?,"Eurovision has long claimed to be apolitical. This year, that claim may be its most contested performance yet.",https://www.aljazeera.com/features/longform/2026/5/16/where-did-eurovision-go-wrong?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
95,US charges alleged Iran-backed Kataib Hezbollah suspect  What we know,The US Justice Department has arrested and charged an Iraqi national and senior commander of an Iran-backed armed group,https://www.aljazeera.com/news/2026/5/16/us-charges-alleged-iran-backed-%e2%81%a0kataib-hezbollah-suspect-what-we-know?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
96,Trump says ISIL second-in-command Abu-Bilal al-Minuki killed,"US and Nigerian forces carry out a joint operation against the commander, who was deemed a 'global terrorist' in 2023.",https://www.aljazeera.com/news/2026/5/16/trump-says-isil-second-in-command-abu-bilal-al-minuki-killed?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
97,"Wembanyamas Spurs reach Western finals, Pistons stay alive in NBA playoffs","San Antonio beat Timberwolves to book Western Conference Finals spot, while Detroit down Cleveland to level series.",https://www.aljazeera.com/sports/2026/5/16/wembanyamas-spurs-reach-western-finals-pistons-stay-alive-in-nba-playoffs?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
98,Outbreak of rare strain of Ebola claims at least 65 lives in DR Congo,Sixty-five people have died in a new Ebola outbreak in DR Congo's Ituri province with 246 suspected cases.,https://www.aljazeera.com/video/newsfeed/2026/5/16/outbreak-of-rare-strain-of-ebola-claims-at-least-65-lives-in-dr-congo?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
99,Israel launches deadly air strikes on Gaza City apartment building,At least seven Palestinians were killed when Israeli air strikes hit a residential building and a vehicle in Gaza City.,https://www.aljazeera.com/video/newsfeed/2026/5/16/israel-launches-deadly-air-strikes-on-gaza-city-apartment-building?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
100,UK artist defends Drawings Against Genocide after show cancelled,UK artist Matthew Collings says his exhibition Drawings Against Genocide has been falsely depicted as anti-Semitic.,https://www.aljazeera.com/video/newsfeed/2026/5/16/uk-artist-defends-drawings-against-genocide-after-show-cancelled?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-05-16T09:45:41.704568,,,2026-05-16T09:45:41.704568
101,Gaza aid convoy in Libya prepares to head to Gaza,"The ""Soumoud 2"" land convoy is preparing to leave Libya to bring aid to Gaza.",https://www.aljazeera.com/video/newsfeed/2026/5/16/gaza-aid-convoy-in-libya-prepares-to-head-to-gaza?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-05-16T09:45:41.706587,,,2026-05-16T09:45:41.706587
102,Iran war live: Tehran warns more economic woes for US over war of choice,"Iranian FM's warning comes as Israel continues to attack Lebanon, hours after agreeing to a 45-day ceasefire extension.",https://www.aljazeera.com/news/liveblog/2026/5/16/iran-war-live-lebanon-israel-extend-truce-tehran-ready-for-more-us-talks?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.706587,,,2026-05-16T09:45:41.706587
103,Activists hang Palestinian flag on the Eiffel Tower for Nakba Day,Members of Extinction Rebellion scaled the Eiffel Tower to hang a Palestinian flag for Nakba day.,https://www.aljazeera.com/video/newsfeed/2026/5/15/activists-hang-palestinian-flag-on-the-eiffel-tower-for-nakba-day?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-05-16T09:45:41.706587,,,2026-05-16T09:45:41.706587
104,Mahmoud Khalil calls for deportation to be halted in light of new evidence,Lawyers say new evidence suggests Trump admin 'engineered' outcome of case against pro-Palestine Columbia student.,https://www.aljazeera.com/news/2026/5/15/mahmoud-khalil-calls-for-deportation-to-be-halted-in-light-of-new-evidence?traffic_source=rss,Al Jazeera,Inconnu,News,2026-05-16T09:45:41.706587,,,2026-05-16T09:45:41.706587
105,What are World Cup 2026 national team base camps and their locations?,"Training and accommodation locations for Argentina, Portugal, Spain, Brazil, England, Iran and other World Cup teams.",https://www.aljazeera.com/sports/2026/5/15/world-cup-2026-base-camps-argentina-portugal-brazil-england-spain-where-will-they-stay?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-05-16T09:45:41.706587,,,2026-05-16T09:45:41.706587
106,US: New York's Long Island railway workers go on strike,"Nearly 300,000 passengers rely on the LIRR daily to travel between New York City, its boroughs and suburban Long Island.",https://www.dw.com/en/us-new-york-s-long-island-railway-workers-go-on-strike/a-77178863?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
107,Taiwan urges Trump to advance arms deal after China summit,"Taiwan reminded the US of its commitment to provide it with arms after the US president warned the democratic, self-governing island against formally declaring independence in the wake of his summit with China's Xi.",https://www.dw.com/en/taiwan-urges-trump-to-advance-arms-deal-after-china-summit/a-77178649?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
108,"China, US, Israel compete in fast-growing laser weapons race",More Gulf states are turning to laser weapons to combat drones in the Iran war. Israel even loaned the UAE theirs. But do they actually work?,https://www.dw.com/en/china-us-israel-compete-in-fast-growing-laser-weapons-race/a-77174766?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
109,Germany news: Nearly half the country wants governing conservative coalition out,"A survey has shown that just 30% of people in Germany want the coalition government to continue. Meanwhile, pro-Palestinian demonstrators are to hold a march in Berlin to mark Nakba Day. DW has more.",https://www.dw.com/en/germany-news-nearly-half-the-country-wants-governing-conservative-coalition-out/live-77178633?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
110,Andreas Rettig: 'You can't separate sports and politics',"The World Cup in the USA, Canada and Mexico is sparking discussions beyond the realm of football. DFB Director Andreas Rettig discusses the Germany team and the geopolitical situation in an interview with DW.",https://www.dw.com/en/andreas-rettig-you-can-t-separate-sports-and-politics/a-77171724?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
111,Australia: Man dies after shark attack off holiday island,A 38-year-old man has died after being bitten by a shark in waters off Rottnest Island in Western Australia. It is the second shark death in the country this year amid a rise in attacks.,https://www.dw.com/en/australia-man-dies-after-shark-attack-off-holiday-island/a-77178365?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
112,India news: PM Modi visits the Netherlands at start of Europe tour,"Modi is looking to deepen India's trade agreements with its European partners and diversify beyond China-centric supply chains. Meanwhile, Indian farmers are once again clashing with the police. Follow DW.",https://www.dw.com/en/india-news-pm-modi-visits-the-netherlands-at-start-of-europe-tour/live-77178271?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
113,Trump says IS second in command killed in Nigeria,"US President Donald Trump said Abu-Bilal al-Minuki, a high-ranking member of the ""Islamic State,"" was killed in a joint mission between US and Nigerian forces.",https://www.dw.com/en/trump-says-is-second-in-command-killed-in-nigeria/a-77178187?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
114,US stops Poland troop deployment after Germany pullout order,"Both Democratic and Republican lawmakers in the US have criticized the Trump administration's plans to cancel a troop deployment to Poland. It came after Trump ordered the pullout of 5,000 troops from Germany.",https://www.dw.com/en/us-stops-poland-troop-deployment-after-germany-pullout-order/a-77177920?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
115,"Middle East: Israel, Lebanon agree to extend truce, US says","The US says Israeli and Lebanese delegations have agreed to extend a ceasefire for 45 days. The truce has reduced the volume of fighting, but violations are commonplace, particularly in southern Lebanon.",https://www.dw.com/en/middle-east-israel-lebanon-agree-to-extend-truce-us-says/live-77167235?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.910490,,,2026-05-16T09:45:43.910490
